"","Caldisericum","Coprothermobacter","Dictyoglomus","Calditerrivibrio","Denitrovibrio","Deferribacter","Flexistipes","Caldithrix","Desulfurispirillum","Thermovibrio","Desulfurobacterium","Persephonella","Sulfurihydrogenibium","None","Hydrogenobacter","Aquifex","Hydrogenobaculum","Thermocrinis","Fibrobacter","Ignavibacterium","Melioribacter","Thermodesulfobacterium","Thermodesulfatator","Caldimicrobium","Kosmotoga","Mesotoga","None.1","None.2","None.3","Thermosipho","Fervidobacterium","Thermotoga","Pseudothermotoga","Elusimicrobium","Endomicrobium","Leptospirillum","Thermodesulfovibrio","Nitrospira","None.4","None.5","Candidatus_Solibacter","Candidatus_Koribacter","Granulicella","Terriglobus","Acidobacterium","Brachyspira","None.6","None.7","Borrelia","Borreliella","Salinispira","Sediminispirochaeta","Spirochaeta","Sphaerochaeta","Treponema","Sneathia","Streptobacillus","Leptotrichia","Sebaldella","Ilyobacter","Fusobacterium","Chlamydia","Waddlia","Simkania","Candidatus_Protochlamydia","Parachlamydia","Kiritimatiella","Phycisphaera","Candidatus_Kuenenia","Isosphaera","Paludisphaera","Singulisphaera","Gemmata","Thermogutta","Pirellula","Rubinisphaera","Planctopirus","Rhodopirellula","Planctomyces","Fuerstia","None.8","Gemmatimonas","Gemmatirosa","Chloroherpeton","Prosthecochloris","Chlorobium","Pelodictyon","Chlorobaculum","None.9","Fimbriimonas","Chthonomonas","Candidatus_Promineofilum","Caldilinea","Chloroflexus","Roseiflexus","Thermomicrobium","Sphaerobacter","Brevefilum","Anaerolinea","None.10","Dehalococcoides","None.11","Candidatus_Phytoplasma","Acholeplasma","Mesoplasma","Entomoplasma","Spiroplasma","Ureaplasma","Mycoplasma","Marinithermus","Meiothermus","Oceanithermus","Thermus","Deinococcus","Truepera","None.12","None.13","None.14","None.15","Gloeobacter","None.16","None.17","None.18","None.19","None.20","None.21","None.22","None.23","None.24","None.25","None.26","None.27","None.28","None.29","None.30","None.31","None.32","None.33","None.34","None.35","None.36","None.37","None.38","None.39","None.40","None.41","None.42","None.43","None.44","None.45","None.46","None.47","None.48","None.49","None.50","None.51","None.52","None.53","None.54","None.55","Thermovirga","Acetomicrobium","Aminobacterium","Jonquetella","Thermanaerovibrio","Aminomonas","Cloacibacillus","Hydrogenophilus","Mariprofundus","Acidithiobacillus","Halobacteriovorax","Bacteriovorax","Bdellovibrio","Parvularcula","None.56","Candidatus_Pelagibacter","Magnetococcus","Candidatus_Paracaedibacter","Candidatus_Nucleicultrix","None.57","Candidatus_Midichloria","Neorickettsia","Ehrlichia","Anaplasma","Wolbachia","Candidatus_Phycorickettsia","Orientia","Rickettsia","Asticcacaulis","Brevundimonas","Caulobacter","Phenylobacterium","None.58","None.59","None.60","Hirschia","Hyphomonas","Maricaulis","Jannaschia","Stappia","Roseibacterium","Pseudovibrio","Ketogulonicigenium","Gemmobacter","Octadecabacter","Pelagibaca","Leisingera","Thioclava","Epibacterium","Roseovarius","Roseobacter","Marinovum","Antarctobacter","Defluviimonas","Confluentimicrobium","Brevirhabdus","Labrenzia","Tateyamaria","Yangia","Yoonia","Ruegeria","Sagittula","Rhodovulum","Phaeobacter","Thalassococcus","Halocynthiibacter","Rhodobaca","Marivivens","Dinoroseobacter","Celeribacter","Salipiger","Sulfitobacter","Paracoccus","Rhodobacter","Pannonibacter","Porphyrobacter","Erythrobacter","Altererythrobacter","Croceicoccus","Blastomonas","Citromicrobium","Sphingorhabdus","Zymomonas","Rhizorhabdus","Novosphingobium","Sphingopyxis","Sphingomonas","Sphingobium","Acidisphaera","Kozakia","Parasaccharibacter","Asaia","Gluconobacter","Neoasaia","Gluconacetobacter","Komagataeibacter","Granulibacter","Roseomonas","Acetobacter","Haematospirillum","Candidatus_Endolissoclinum","Nitrospirillum","Niveispirillum","Thalassospira","Magnetospira","Pararhodospirillum","Rhodospirillum","Tistrella","Magnetospirillum","Azospirillum","Beijerinckia","Methylocella","Parvibaculum","Anderseniella","Candidatus_Phaeomarinobacter","Chelatococcus","Pseudolabrys","Starkeya","Azorhizobium","Xanthobacter","Ochrobactrum","Brucella","Aureimonas","Martelella","None.61","None.62","Cohaesibacter","Breoghania","None.63","Methylosinus","Methylocystis","Bartonella","Chelativorans","Hoeflea","Phyllobacterium","Aminobacter","Nitratireductor","Mesorhizobium","Methylorubrum","Microvirga","Methylobacterium","Maritalea","Filomicrobium","Pelagibacterium","Hyphomicrobium","Rhodoplanes","Rhodomicrobium","Devosia","Blastochloris","Variibacter","Nitrobacter","Bosea","Afipia","Rhodopseudomonas","Bradyrhizobium","Liberibacter","Shinella","Ensifer","Sinorhizobium","Neorhizobium","Agrobacterium","Rhizobium","None.64","None.65","Thiobacillus","Nitrosomonas","Nitrosospira","Sideroxydans","Sulfuriferula","Ferriphaselus","Gallionella","Sulfuricella","Methylovorus","Methylophilus","Methylobacillus","Candidatus_Methylopumilus","Methylotenera","Sulfuritalea","Methyloversatilis","Aromatoleum","Azospira","Dechloromonas","Azoarcus","Thauera","Pseudogulbenkiania","Microvirgula","Jeongeupia","Aquitalea","Vogesella","Laribacter","Aquaspirillum","Chromobacterium","Kingella","Eikenella","Simonsiella","Snodgrassella","Vitreoscilla","Crenobacter","Neisseria","None.66","None.67","None.68","Sutterella","Basilea","Oligella","Taylorella","Pusillimonas","Paenalcaligenes","Advenella","Castellaniella","Alcaligenes","Orrella","Achromobacter","Bordetella","Diaphorobacter","Candidatus_Symbiobacter","Ramlibacter","Verminephrobacter","Simplicispira","Ottowia","Melaminivora","Delftia","Limnohabitans","Polaromonas","Curvibacter","Alicycliphilus","Hydrogenophaga","Rhodoferax","Comamonas","Variovorax","Acidovorax","None.69","None.70","None.71","None.72","None.73","None.74","Paucimonas","Hydromonas","Polynucleobacter","Pandoraea","Ralstonia","Paraburkholderia","Cupriavidus","Burkholderia","Herminiimonas","Janthinobacterium","Collimonas","Massilia","Herbaspirillum","Oxalobacter","Nautilia","None.75","None.76","None.77","Sulfuricurvum","Wolinella","Sulfurimonas","Helicobacter","Haloarcobacter","Aliiarcobacter","Pseudoarcobacter","Sulfurospirillum","Arcobacter","Malacobacter","Campylobacter","None.78","None.79","Desulfurella","Hippea","Bradymonas","Syntrophobacter","Desulfobacca","Desulfomonile","Syntrophus","Desulfarculus","Haliangium","Sandaracinus","Pajaroellobacter","Chondromyces","Sorangium","Vulgatibacter","Cystobacter","Archangium","Stigmatella","Melittangium","Anaeromyxobacter","Corallococcus","Myxococcus","Pelobacter","Desulfuromonas","Geoalkalibacter","Geobacter","Desulfobacula","Desulfobacterium","Desulfatibacillum","Desulfobacter","Desulfococcus","Desulfocapsa","Desulfotalea","Desulfurivibrio","Desulfobulbus","Desulfohalobium","Desulfomicrobium","Lawsonia","Pseudodesulfovibrio","Desulfovibrio","Dichelobacter","None.80","None.81","Frischella","Gilliamella","Solimonas","Steroidobacter","Coxiella","Tatlockia","Fluoribacter","Legionella","Thioploca","Beggiatoa","Hydrogenovibrio","Cycloclasticus","Thiomicrospira","Piscirickettsia","Methylophaga","Allofrancisella","Francisella","None.82","None.83","None.84","Sulfurifustis","Sulfuricaulis","Acidiferrobacter","Immundisolibacter","Salinisphaera","Methylomicrobium","Methylomonas","Methylovulum","Methylococcus","Methylocaldum","Oceanicoccus","Spongiibacter","Zhongshania","Saccharophagus","Agarilytica","Cellvibrio","Simiduia","Teredinibacter","Congregibacter","Halioglobus","Microbulbifer","None.85","None.86","Basfia","Gallibacterium","Mannheimia","Glaesserella","Pasteurella","Aggregatibacter","Actinobacillus","Bibersteinia","Haemophilus","Histophilus","Thalassotalea","Colwellia","Moritella","Idiomarina","Psychromonas","Ferrimonas","Pseudoalteromonas","Shewanella","Paraglaciecola","Agarivorans","Lacimicrobium","Catenovulum","Glaciecola","Salinimonas","Alteromonas","Marinobacter","Woeseia","Halothiobacillus","Wenzhouxiangella","Granulosicoccus","Spiribacter","Halorhodospira","Thioalkalivibrio","Ectothiorhodospira","Alkalilimnicola","Acidihalobacter","Candidatus_Nitrosoglobus","Marichromatium","Allochromatium","Thiocystis","Thioflavicoccus","Thiodictyon","Nitrosococcus","Kangiella","Gynuella","Saccharospirillum","Reinekea","Oleiphilus","Endozoicomonas","Hahella","Alcanivorax","Ketobacter","Bacterioplanes","Oleispira","Thalassolituus","Marinomonas","Marinobacterium","Candidatus_Portiera","Candidatus_Evansia","Chromohalobacter","Zymobacter","Halotalea","Kushneria","Cobetia","Salinicola","Halomonas","Tolumonas","Oceanisphaera","Oceanimonas","Zobellella","Aeromonas","Enterovibrio","Paraphotobacterium","Grimontia","Aliivibrio","Vibrio","Photobacterium","Rhodanobacter","Frateuria","Ahniella","Dyella","Dokdonella","Luteibacter","Luteimonas","Xylella","Pseudoxanthomonas","Lysobacter","Xanthomonas","Stenotrophomonas","Moraxella","Psychrobacter","Acinetobacter","Azotobacter","Oblitimonas","Pseudomonas","None.87","None.88","Pragia","Leminorella","Obesumbacterium","Hafnia","Edwardsiella","Wigglesworthia","Buchnera","Erwinia","Tatumella","Pantoea","Arsenophonus","Photorhabdus","Xenorhabdus","Proteus","Providencia","Morganella","Lonsdalea","Sodalis","Brenneria","Pectobacterium","Dickeya","Candidatus_Fukatsuia","Chania","Rahnella","Serratia","Yersinia","Candidatus_Tachikawaea","Candidatus_Gullanella","Candidatus_Ishikawaella","Candidatus_Doolittlea","Candidatus_Riesia","Gibbsiella","Limnobaculum","Kluyvera","Leclercia","Candidatus_Blochmannia","Candidatus_Hamiltonella","Cronobacter","Pluralibacter","Cedecea","Kosakonia","Shimwellia","Lelliottia","Raoultella","Citrobacter","Shigella","Klebsiella","Enterobacter","Salmonella","Escherichia","Haliscomenobacter","Saprospira","None.89","None.90","Pseudopedobacter","Solitalea","Sphingobacterium","Mucilaginibacter","Pedobacter","Pseudoflavitalea","Arachidicoccus","Filimonas","Niabella","Niastella","Chitinophaga","Flavisolibacter","Bernardetia","Candidatus_Cardinium","Candidatus_Amoebophilus","None.91","Persicobacter","Aquiflexum","Belliella","Cyclobacterium","Echinicola","Algoriphagus","Marivirga","Flammeovirga","Pseudarcicella","Cytophaga","Runella","Leadbetterella","Dyadobacter","Fibrella","Arcticibacterium","Spirosoma","Rufibacter","Pontibacter","Hymenobacter","None.92","Ichthyobacterium","Owenweeksia","None.93","Blattabacterium","Fluviicola","Croceibacter","Formosa","Flagellimonas","Psychroflexus","Weeksella","Winogradskyella","Arenibacter","Muricauda","Tamlana","Zobellia","Kordia","Gillisia","Flavivirga","Wenyingzhuangia","Sediminicola","Algibacter","Seonamhaeicola","Lacinutrix","Aequorivita","Gilvibacter","Lutibacter","Tenacibaculum","Olleya","Nonlabens","Zunongwangia","Aquimarina","Cellulophaga","Robiginitalea","Gramella","Salegentibacter","Siansivirga","Elizabethkingia","Dokdonia","Capnocytophaga","Aureitalea","Maribacter","Riemerella","Myroides","Flavobacterium","Mariniflexile","Polaribacter","Chryseobacterium","Ornithobacterium","Salinivirga","Draconibacterium","Alkalitalea","None.94","Paludibacter","Proteiniphilum","Fermentimonas","Petrimonas","Porphyromonas","Muribaculum","Prevotella","Barnesiella","Odoribacter","Mucinivorans","Alistipes","Tannerella","Parabacteroides","Bacteroides","None.95","Methylacidiphilum","Coraliomargarita","Opitutus","Lacunisphaera","Ereboglobus","Verrucomicrobium","Akkermansia","Acidimicrobium","Conexibacter","Rubrobacter","Euzebya","Acidothermus","None.96","Jiangella","Nakamurella","Actinopolyspora","Blastococcus","Modestobacter","Geodermatophilus","Stackebrandtia","Kineococcus","Catenulispora","Jatrophihabitans","Frankia","Candidatus_Nanopelagicus","Candidatus_Planktophila","Verrucosispora","Plantactinospora","Salinispora","Actinoplanes","Micromonospora","Streptosporangium","Nonomuraea","Actinomadura","Thermomonospora","Thermobifida","Nocardiopsis","Saccharothrix","Saccharopolyspora","Alloactinosynnema","Prauserella","Actinosynnema","Kibdelosporangium","Lentzea","Pseudonocardia","Kutzneria","Saccharomonospora","Actinoalloteichus","Amycolatopsis","Allokutzneria","Kitasatospora","Streptacidiphilus","Streptomyces","Actinopolymorpha","Kribbella","Friedmanniella","Pimelobacter","Marmoricola","Nocardioides","Aeromicrobium","Micropruina","Auraticoccus","Microlunatus","Pseudopropionibacterium","Propionimicrobium","Tessaracoccus","Acidipropionibacterium","Propionibacterium","Cutibacterium","Tsukamurella","Dietzia","Gordonia","Segniliparus","Nocardia","Rhodococcus","Mycolicibacter","Hoyosella","Mycobacteroides","Mycolicibacterium","Mycobacterium","Corynebacterium","None.97","Paraoerskovia","Cellulomonas","Dermatophilus","Austwickia","Jonesia","Beutenbergia","Miniimonas","Cellulosimicrobium","Xylanimonas","Isoptericola","Sanguibacter","Brevibacterium","Devriesea","Dermabacter","Brachybacterium","Serinicoccus","Arsenicicoccus","Ornithinimicrobium","Phycicoccus","Janibacter","Intrasporangium","Dermacoccus","Kytococcus","Luteipulveratus","Candidatus_Aquiluna","Rhodoluna","Aurantimicrobium","Mycetocola","Humibacter","Microcella","Pontimonas","Clavibacter","Frondihabitans","Salinibacterium","Leifsonia","Microterricola","Cnuibacter","Cryobacterium","Rathayibacter","Curtobacterium","Agrococcus","Agromyces","Plantibacter","Microbacterium","Auritidibacter","Paenarthrobacter","Zhihengliuella","Renibacterium","Sinomonas","Neomicrococcus","Glutamicibacter","Psychromicrobium","Pseudarthrobacter","Kocuria","Micrococcus","Arthrobacter","Rothia","Arcanobacterium","Mobiluncus","Actinotignum","Trueperella","Actinomyces","Scardovia","Gardnerella","Parascardovia","Bifidobacterium","Coriobacterium","Collinsella","Libanicoccus","Atopobium","Olsenella","Phoenicibacter","Denitrobacterium","Slackia","Cryptobacterium","Adlercreutzia","Gordonibacter","Eggerthella","Limnochorda","None.98","Pelosinus","Megamonas","Selenomonas","Negativicoccus","Dialister","Veillonella","Megasphaera","Acidaminococcus","None.99","Gottschalkia","Anaerococcus","Peptoniphilus","Murdochiella","Finegoldia","Parvimonas","Faecalibaculum","Turicibacter","Erysipelothrix","Faecalitalea","Halobacteroides","Acetohalobium","Halanaerobium","Halothermothrix","Natranaerobius","Thermodesulfobium","Mahella","Caldicellulosiruptor","Thermosediminibacter","Thermoanaerobacterium","Thermoanaerobacter","Caldanaerobacter","Thermanaeromonas","Carboxydothermus","Tepidanaerobacter","Ammonifex","Moorella","Thermacetogenium","Syntrophothermus","Syntrophomonas","Carboxydocella","Symbiobacterium","Heliobacterium","Fastidiosipila","Ruminiclostridium","Thermoclostridium","Pseudoclostridium","Hungateiclostridium","Mageeibacillus","Thermaerobacter","Desulfallas","Syntrophobotulus","Thermincola","Dehalobacter","Desulfofarcimen","Candidatus_Desulforudis","Desulfitobacterium","Dehalobacterium","Desulfosporosinus","Desulfotomaculum","Mogibacterium","Christensenella","Acetoanaerobium","Peptoclostridium","Paeniclostridium","Filifactor","Clostridioides","Candidatus_Arthromitus","Alkaliphilus","Geosporobacter","Clostridium","Mordavella","None.100","None.101","Oscillibacter","Ethanoligenens","Ruminococcus","Faecalibacterium","Flavonifractor","Cellulosilyticum","Herbinix","Lachnoanaerobaculum","Butyrivibrio","Anaerotignum","Anaerostipes","Roseburia","Blautia","Lachnoclostridium","Acetobacterium","Eubacterium","None.102","Novibacillus","Laceyella","Kyrpidia","Tumebacillus","Alicyclobacillus","Brochothrix","Listeria","Paenisporosarcina","Kurthia","Planococcus","Jeotgalibacillus","Sporosarcina","Rummeliibacillus","Solibacillus","Auricoccus","Salinicoccus","Jeotgalicoccus","Macrococcus","Staphylococcus","Aneurinibacillus","Thermobacillus","Brevibacillus","Paenibacillus","Parageobacillus","Amphibacillus","Salimicrobium","Paraliobacillus","Halobacillus","Fictibacillus","Lentibacillus","Oceanobacillus","Anoxybacillus","Aeribacillus","Virgibacillus","Terribacillus","Lysinibacillus","Geobacillus","Bacillus","None.103","Aerococcus","Marinilactibacillus","Jeotgalibaca","Carnobacterium","Oenococcus","Weissella","Leuconostoc","Melissococcus","Tetragenococcus","Vagococcus","Enterococcus","Pediococcus","Lactobacillus","Lactococcus","Streptococcus","Hominidae","None.104","None.105","None.106","None.107","None.108","None.109","None.110","None.111","None.112","None.113","None.114","None.115","None.116","None.117","None.118","None.119","None.120","None.121","None.122","None.123","None.124","None.125","None.126","None.127","None.128","None.129","None.130","None.131","None.132","None.133","None.134","None.135","None.136","None.137","None.138","None.139","None.140","None.141","None.142","None.143","None.144","None.145","None.146","None.147","None.148","None.149","None.150","None.151","None.152","Candidatus_Nitrosocaldus","None.153","None.154","None.155","None.156","Acidilobus","Acidianus","Sulfurisphaera","Metallosphaera","Sulfolobus","Staphylothermus","Thermosphaera","Thermogladius","Ignicoccus","Pyrolobus","Hyperthermus","Pyrodictium","Vulcanisaeta","Pyrobaculum","Thermoproteus","Thermofilum","None.157","Ferroglobus","Archaeoglobus","Geoglobus","Methanopyrus","Candidatus_Methanomethylophilus","Methanomassiliicoccus","Picrophilus","Cuniculiplasma","Methanothermococcus","Methanococcus","Methanotorris","Methanocaldococcus","Palaeococcus","Pyrococcus","Thermococcus","Methanothermus","Methanothermobacter","Methanosphaera","Methanobacterium","Methanobrevibacter","Methanothrix","Methanohalobium","Methanomethylovorans","Methanolobus","Methanosarcina","Methanococcoides","Methanosalsum","Methanohalophilus","Methanospirillum","Methanolinea","Methanosphaerula","Methanoregula","Methanoculleus","Methanoplanus","Methanolacinia","Methanofollis","Methanocorpusculum","Methanocella","Halanaeroarchaeum","Halalkalicoccus","Halobacterium","Halodesulfurarchaeum","Haloarcula","Halorientalis","Halorhabdus","Halomicrobium","Natronomonas","Haloquadratum","Halogeometricum","Haloplanus","Haloferax","Halopenitus","Salinigranum","Halorubrum","Halohasta","Natronobacterium","Halobiforma","Natronolimnobius","Halostagnicola","Salinarchaeum","Natrialba","Natrinema","Haloterrigena","Natronococcus","Other"
"cov1d0",12,12,12,12,12,12,12,12,12,12,8,12,8,41,12,12,12,8,12,12,12,49,78,12,12,65,53,49,49,12,12,49,61,12,8,32,12,8,12,8,74,74,193,12,20,32,74,5931,12,8,12,12,41,74,37,12,12,37,41,12,12,41,49,41,24,12,94,8,8,8,57,82,41,28,28,12,37,41,8,49,8,45,78,53,8,12,123,12,98,12,57,61,127,127,12,12,12,12,12,12,12,8,12,12,37,12,8,12,12,65,12,12,8,12,12,8,12,12,32,86,12,12,12,12,61,12,65,94,12,82,106,127,0,12,49,45,8,8,45,12,12,12,12,12,8,69,28,57,74,49,61,156,8,28,41,12,12,16,12,12,12,12,12,12,12,12,12,12,12,12,12,41,41,45,41,49,69,61,94,115,12,37,53,69,12,12,49,86,90,131,123,8,12,12,49,49,41,57,90,12,12,12,12,49,90,86,176,111,12,12,12,12,12,12,12,12,12,41,49,45,78,12,12,12,45,65,24,41,189,12,8,49,49,45,32,61,164,308,82,57,127,45,86,111,12,12,37,8,12,12,12,32,49,41,53,12,53,57,61,106,8,8,8,12,74,57,82,12,20,12,8,69,300,16,12,8,135,12,12,41,41,49,45,148,242,12,12,12,12,12,12,16,32,41,74,65,86,160,102,222,53,65,78,65,49,78,12,78,115,312,102,218,201,12,12,32,57,90,0,12,57,12,12,98,12,12,12,12,12,0,12,12,41,53,102,78,61,45,61,53,12,12,41,53,82,57,69,98,115,12,160,12,16,45,61,82,12,49,283,37,143,205,0,12,12,8,8,8,12,12,8,12,8,12,12,12,12,57,49,12,8,37,41,45,12,8,12,8,8,32,28,8,49,49,45,45,12,12,12,16,24,41,57,320,123,8,12,12,41,45,49,65,8,12,8,8,139,12,41,41,49,12,12,12,37,41,61,12,12,12,37,45,65,8,12,12,12,28,41,32,45,12,12,12,53,12,8,12,8,32,86,218,12,8,8,49,185,8,111,131,12,12,12,12,41,37,8,12,53,53,94,139,12,8,185,8,45,0,8,8,32,16,8,37,12,8,16,37,115,12,8,12,32,49,53,12,37,53,61,57,12,20,16,94,176,12,8,12,12,12,8,20,28,57,57,49,131,0,0,0,0,0,0,0,8,28,28,37,8,8,12,41,65,12,12,8,41,53,57,45,32,45,8,12,4,8,49,8,4,12,8,8,8,12,41,57,78,49,119,111,12,12,12,12,37,8,8,12,12,8,12,8,12,12,12,12,12,12,8,12,12,8,12,8,8,8,12,8,8,8,12,32,12,4,82,148,61,160,271,436,0,0,12,32,41,28,32,74,102,102,234,0,0,0,0,106,0,320,0,0,8,41,41,45,61,0,8,32,53,12,12,12,12,8,37,53,61,65,69,45,69,12,32,61,82,12,41,12,61,12,115,12,12,12,12,12,49,28,37,37,37,90,94,69,45,53,304,20,16,16,16,53,45,69,12,12,65,61,74,78,115,0,16,20,69,49,94,209,8,12,12,74,156,431,0,20,20,20,20,20,65,20,86,20,16,78,20,16,37,12,12,20,20,16,16,16,16,53,41,78,94,148,296,20,16,16,12,74,65,242,0,20,20,65,135,0,45,28,0,0,0,0,0,0,0,0,123,1197,0,0,0,0,49,98,53,28,205,45,304,2714,785,0,20,16,20,12,139,0,0,94,436,0,0,12,12,12,32,24,69,12,41,82,12,12,12,12,12,12,37,86,12,12,12,61,127,24,12,12,61,74,374,57,12,12,8,12,45,49,102,102,143,160,0,0,41,45,0,0,0,4,57,53,0,0,0,0,0,0,0,0,0,98,131,382,575,98,0,0,0,0,45,0,12,12,49,12,37,45,16,90,16,16,49,41,78,193,12,12,12,16,633,20,41,53,218,16,12,12,12,12,12,12,12,12,8,45,65,78,0,0,74,16,16,316,12,0,0,12,102,0,0,267,0,0,0,0,12,12,12,12,12,57,8,8,12,12,12,12,49,12,12,12,8,32,356150,74,584,271,781,8079,90,115,226,263,6009,16092,586054,0,0,0,0,0,0,0,0,213,234,0,0,0,0,0,65,617,0,0,621,51831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649,2114,0,0,218,312,5717,0,0,0,3513,5541,662,5018,14220,98,1419,5923,20399,0,0,0,0,349,1123,2278,6795,67742,0,216214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,769,0,0,0,0,0,74,90,0,0,94,110885,0,189603,382,468718,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cov1d5",10,16,8,8,8,10,21,13,13,10,10,8,27,0,10,8,10,13,8,13,10,0,0,16,10,0,0,0,0,10,19,0,19,16,10,0,10,10,13,16,32,0,0,8,13,0,0,13,13,8,10,8,38,62,116,8,19,0,10,13,24,0,0,0,0,19,40,8,19,19,0,10,16,0,0,24,0,13,10,19,10,0,54,0,8,8,24,8,13,16,10,0,13,0,8,8,13,13,8,5,10,10,8,32,0,16,13,10,10,0,19,10,24,8,10,46,8,13,0,0,16,10,13,21,0,10,0,0,16,0,0,0,0,10,0,29,10,13,0,10,27,8,10,10,8,0,0,0,10,57,0,0,10,0,0,8,10,8,13,13,8,10,8,8,10,13,13,19,16,27,24,0,21,0,0,0,0,0,0,0,10,0,0,0,35,19,0,32,0,10,35,10,10,29,168,0,8,21,0,8,10,19,16,0,0,0,0,0,10,13,21,27,24,8,27,13,13,0,0,0,0,8,8,24,0,13,16,16,19,10,10,32,40,78,100,0,10,32,40,0,0,0,0,19,16,13,103,16,13,13,10,0,0,0,19,10,29,38,48,0,10,27,16,13,0,19,51,8,10,13,16,0,0,8,10,13,0,8,10,0,0,0,0,0,0,16,8,10,16,13,19,27,0,0,0,0,16,35,0,19,35,0,0,0,0,10,16,27,35,0,13,13,29,10,19,0,67,21,100,8,78,8,10,0,10,8,16,10,8,0,8,10,0,0,0,10,19,13,21,0,10,10,35,86,0,0,0,0,0,13,38,10,21,0,0,0,8,40,130,0,0,0,51,10,13,29,8,10,8,10,13,13,29,10,10,8,10,0,0,10,29,0,0,10,10,10,10,16,16,108,127,10,13,16,19,21,8,10,10,27,13,143,162,225,429,29,13,16,43,54,785,0,8,10,19,43,0,19,59,0,0,21,13,27,0,733,0,8,10,16,0,16,0,13,8,13,13,24,0,27,43,8,10,13,13,8,8,10,13,73,78,0,10,8,13,16,24,10,0,0,10,10,16,19,0,320,21,16,0,0,0,0,24,27,0,13,0,0,10,13,0,10,19,0,8,38,38,0,0,10,19,27,10,21,24,10,0,10,10,16,13,13,19,0,0,16,13,19,16,24,10,46,16,0,0,0,0,0,0,21,21,35,48,0,19,0,0,10,8,13,32,0,0,27,24,24,0,0,67,0,13,21,10,13,13,51,10,5,21,16,16,16,21,29,16,21,0,0,0,0,13,10,27,24,16,10,5,8,13,8,13,10,8,8,13,16,10,10,10,13,19,19,21,19,21,19,24,21,16,21,24,35,16,89,10,13,0,0,16,29,57,157,16,0,184,0,16,1371,0,0,0,10,0,0,19,0,0,0,16,46,10,0,0,10,27,29,19,16,32,10,13,16,27,27,78,366,0,0,0,0,0,19,0,0,0,16,0,10,13,19,21,16,13,10,13,27,543,3216,3278,75865,0,10,8,13,0,0,0,16,10,10,10,0,10,19,19,21,24,0,0,16,16,0,8,21,0,21,0,0,8,13,27,0,0,24,38,10,8,8,16,19,0,10,0,8,10,0,5,19,0,8,19,13,10,8,10,13,13,0,0,0,0,0,0,13,10,10,38,0,0,0,0,10,8,0,0,0,8,21,0,10,40,57,78,143,369,1418,1423,2773,0,16,21,8,10,21,24,29,92,141,605,537,1847,62,5,5,10,10,0,0,0,10,13,16,35,8,10,13,10,19,0,29,0,0,8,8,10,10,19,19,16,0,10,19,16,0,0,8,16,8,0,10,0,13,10,19,13,16,0,0,0,8,8,10,10,10,21,38,67,16,21,8,0,0,0,0,0,10,13,21,0,0,0,10,13,13,16,24,0,0,13,16,43,81,16,16,0,8,97,220,16,0,10,27,0,0,0,0,10,19,16,21,13,19,0,16,0,8,8,13,21,13,10,24,19,29,29,0,0,0,0,54,0,8,10,0,13,0,78,10,13,24,24,46,78,0,0,0,10,10,10,19,10,0,8,8,10,8,8,16,13,13,13,8,19,415,70641,19,130,157,19,787,59,124,209,29,334,3379,35410,16,46,29,19,135,10,57,62,130,374,0,0,0,0,35,38,21,13,108,119,2529,0,0,0,8,10,0,32,0,13,54,0,0,0,0,0,0,10,57,0,0,0,32,100,0,0,0,24,29,73,38,0,0,0,0,16,19,73,92,119,138,32,757,10,16,89,13,2453,0,10,27,4061,4452,255,5041,76278,124,736,4542,9839,10,16,21,89,67,407,1214,3933,262641,13,57110,0,0,16,0,10,13,0,40,0,0,0,10,13,35,168,0,0,0,0,366,0,13,29,331,0,0,0,0,0,0,0,0,0,0,0,13,46,76,342,0,21,0,0,35,0,35,0,0,78,16,46575,184,702851,76,12805,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,29
